入替日,2025/11/13,,,,,
入替時刻,15:34,,,,,
ホール名,台番号,種類,機種名,検定番号,貸出単価,表示単価
タイホー　双葉店,1378,S,ＬモンスターハンターライズＸＡ,430243,20.83,1000円/48枚
タイホー　双葉店,1380,S,ＬモンスターハンターライズＸＡ,430243,20.83,1000円/48枚
タイホー　双葉店,1381,S,ＬモンスターハンターライズＸＡ,430243,20.83,1000円/48枚
タイホー　双葉店,1382,S,ＬモンスターハンターライズＸＡ,430243,20.83,1000円/48枚
タイホー　双葉店,1383,S,Ｌバイオハザード　ヴィレッジＸＡ,3S1160,20.83,1000円/48枚
タイホー　双葉店,1385,S,Ｌバイオハザード　ヴィレッジＸＡ,3S1160,20.83,1000円/48枚
タイホー　双葉店,1386,S,Ｌルパン三世大航海者の秘宝Ｈ１,4S0946,20.83,1000円/48枚
タイホー　双葉店,1387,S,Ｌルパン三世大航海者の秘宝Ｈ１,4S0946,20.83,1000円/48枚
タイホー　双葉店,1388,S,Ｌルパン三世大航海者の秘宝Ｈ１,4S0946,20.83,1000円/48枚
タイホー　双葉店,1500,S,Ｌ炎炎ノ消防隊ｊＧ,330569,20.83,1000円/48枚
タイホー　双葉店,1501,S,Ｌ炎炎ノ消防隊ｊＧ,330569,20.83,1000円/48枚
タイホー　双葉店,1502,S,Ｌスマスロサラリーマン金太郎ＥＴ,430354,20.83,1000円/48枚
タイホー　双葉店,1503,S,Ｌスマスロサラリーマン金太郎ＥＴ,430354,20.83,1000円/48枚
タイホー　双葉店,1505,S,Ｌスマスロサラリーマン金太郎ＥＴ,430354,20.83,1000円/48枚
タイホー　双葉店,1506,S,ＬスーパーブラックジャックＳＬＤＣ,4S1230,20.83,1000円/48枚
タイホー　双葉店,1507,S,ＬスーパーブラックジャックＳＬＤＣ,4S1230,20.83,1000円/48枚
タイホー　双葉店,1508,S,ＬスーパーブラックジャックＳＬＤＣ,4S1230,20.83,1000円/48枚
タイホー　双葉店,1510,S,ＬスーパーブラックジャックＳＬＤＣ,4S1230,20.83,1000円/48枚
タイホー　双葉店,1511,S,ＬからくりサーカスＧ,2S1798,20.83,1000円/48枚
タイホー　双葉店,1512,S,ＬからくりサーカスＧ,2S1798,20.83,1000円/48枚
タイホー　双葉店,1513,S,ＬからくりサーカスＧ,2S1798,20.83,1000円/48枚
タイホー　双葉店,1515,S,ＬからくりサーカスＧ,2S1798,20.83,1000円/48枚
タイホー　双葉店,1516,S,ＬからくりサーカスＧ,2S1798,20.83,1000円/48枚
タイホー　双葉店,1517,S,ＬからくりサーカスＧ,2S1798,20.83,1000円/48枚
タイホー　双葉店,1518,S,Ｌ革命機ヴァルヴレイヴＤ,2S0869,20.83,1000円/48枚
タイホー　双葉店,1520,S,Ｌ革命機ヴァルヴレイヴＤ,2S0869,20.83,1000円/48枚
タイホー　双葉店,1521,S,Ｌ革命機ヴァルヴレイヴＤ,2S0869,20.83,1000円/48枚
タイホー　双葉店,1522,S,Ｌシン・エヴァンゲリオン,4S1192,20.83,1000円/48枚
タイホー　双葉店,1523,S,Ｌシン・エヴァンゲリオン,4S1192,20.83,1000円/48枚
タイホー　双葉店,1525,S,Ｌシン・エヴァンゲリオン,4S1192,20.83,1000円/48枚
タイホー　双葉店,1526,S,Ｌダンベル何キロ持てる？Ｘ,4S0474,20.83,1000円/48枚
タイホー　双葉店,1527,S,Ｌダンベル何キロ持てる？Ｘ,4S0474,20.83,1000円/48枚
タイホー　双葉店,1528,S,Ｌダンベル何キロ持てる？Ｘ,4S0474,20.83,1000円/48枚
タイホー　双葉店,1530,S,Ｌダンベル何キロ持てる？Ｘ,4S0474,20.83,1000円/48枚
タイホー　双葉店,1531,S,Ｌゴジラ対エヴァンゲリオンｊＡ,3S1349,20.83,1000円/48枚
タイホー　双葉店,1532,S,Ｌゴジラ対エヴァンゲリオンｊＡ,3S1349,20.83,1000円/48枚
タイホー　双葉店,1533,S,Ｌ犬夜叉２ＦＫ,4S0844,20.83,1000円/48枚
タイホー　双葉店,1535,S,Ｌ犬夜叉２ＦＫ,4S0844,20.83,1000円/48枚
タイホー　双葉店,1536,S,ＬＴｏＬＯＶＥるダークネスＳ６,430016,20.83,1000円/48枚
タイホー　双葉店,1537,S,ＬＴｏＬＯＶＥるダークネスＳ６,430016,20.83,1000円/48枚
タイホー　双葉店,1538,S,ＬＴｏＬＯＶＥるダークネスＳ６,430016,20.83,1000円/48枚
タイホー　双葉店,1550,S,ＬＴｏＬＯＶＥるダークネスＳ６,430016,20.83,1000円/48枚
タイホー　双葉店,1551,S,Ｌかぐや様は告らせたいｊＡ,4S0464,20.83,1000円/48枚
タイホー　双葉店,1552,S,Ｌかぐや様は告らせたいｊＡ,4S0464,20.83,1000円/48枚
タイホー　双葉店,1553,S,Ｌ戦姫絶唱シンフォギア　正義の歌ｊＡ,3S1917,20.83,1000円/48枚
タイホー　双葉店,1555,S,Ｌ戦姫絶唱シンフォギア　正義の歌ｊＡ,3S1917,20.83,1000円/48枚
タイホー　双葉店,1556,S,ＬスーパービンゴネオＳＢ５,4S0685,20.83,1000円/48枚
タイホー　双葉店,1557,S,ＬスーパービンゴネオＳＢ５,4S0685,20.83,1000円/48枚
タイホー　双葉店,1558,S,Ｌチバリヨ２プラスＺＣ,4S1086,20.83,1000円/48枚
タイホー　双葉店,1560,S,Ｌチバリヨ２プラスＺＣ,4S1086,20.83,1000円/48枚
タイホー　双葉店,1561,S,Ｌチバリヨ２プラスＺＣ,4S1086,20.83,1000円/48枚
タイホー　双葉店,1562,S,Ｌチバリヨ２プラスＺＣ,4S1086,20.83,1000円/48枚
タイホー　双葉店,1563,S,Ｌチバリヨ２プラスＺＣ,4S1086,20.83,1000円/48枚
タイホー　双葉店,1565,S,Ｌチバリヨ２プラスＺＣ,4S1086,20.83,1000円/48枚
タイホー　双葉店,1566,S,Ｌ戦国乙女４Ｓ３,3S0520,20.83,1000円/48枚
タイホー　双葉店,1567,S,Ｌ戦国乙女４Ｓ３,3S0520,20.83,1000円/48枚
タイホー　双葉店,1568,S,Ｌ戦国乙女４Ｓ３,3S0520,20.83,1000円/48枚
タイホー　双葉店,1570,S,Ｌ戦国乙女４Ｓ３,3S0520,20.83,1000円/48枚
タイホー　双葉店,1571,S,Ｌ戦国乙女４Ｓ３,3S0520,20.83,1000円/48枚
タイホー　双葉店,1572,S,Ｌモンキーターン５ＣＥ,3S0772,20.83,1000円/48枚
タイホー　双葉店,1573,S,Ｌモンキーターン５ＣＥ,3S0772,20.83,1000円/48枚
タイホー　双葉店,1575,S,Ｌモンキーターン５ＣＥ,3S0772,20.83,1000円/48枚
タイホー　双葉店,1576,S,Ｌモンキーターン５ＣＥ,3S0772,20.83,1000円/48枚
タイホー　双葉店,1577,S,Ｌモンキーターン５ＣＥ,3S0772,20.83,1000円/48枚
タイホー　双葉店,1578,S,Ｌモンキーターン５ＣＥ,3S0772,20.83,1000円/48枚
タイホー　双葉店,1580,S,Ｌモンキーターン５ＣＥ,3S0772,20.83,1000円/48枚
タイホー　双葉店,1581,S,Ｌ東京喰種ＣＴ,4S1320,20.83,1000円/48枚
タイホー　双葉店,1582,S,Ｌ東京喰種ＣＴ,4S1320,20.83,1000円/48枚
タイホー　双葉店,1583,S,Ｌ東京喰種ＣＴ,4S1320,20.83,1000円/48枚
タイホー　双葉店,1585,S,Ｌ今日から俺は！！ＦＥ,4S0633,20.83,1000円/48枚
タイホー　双葉店,1586,S,Ｌ今日から俺は！！ＦＥ,4S0633,20.83,1000円/48枚
タイホー　双葉店,1587,S,Ｌ聖闘士星矢海皇覚醒ＥＤ,430030,20.83,1000円/48枚
タイホー　双葉店,1588,S,Ｌ聖闘士星矢海皇覚醒ＥＤ,430030,20.83,1000円/48枚
タイホー　双葉店,1600,S,Ｌ聖闘士星矢海皇覚醒ＥＤ,430030,20.83,1000円/48枚
